tokenID,name,file_name,description,attributes[Type],attributes[Civilization Tier],attributes[Atmosphere],attributes[Orbital Belt],attributes[Tier],external_url
1181,Visgolia's Stronghold,Visgolias_Stronghold.png,"Visgolia's Stronghold floats in the dark sky, calm and faintly shining. A lifeless stone wandering through the void. Moons quietly revolve, adding mystery to this planet. This lonely world bears no signs of civilization, only endless solitude.",Dead,Uninhabited,,,Common,https://thonbo.com/uniworlds-nft
1182,Visorox's Haven,Visoroxs_Haven.png,"Visorox's Haven orbits among the stars, a small part of the cosmic sea. Cold, silent, and devoid of any signs of life. Moons gracefully orbit, enhancing the planet's cosmic presence. Crumbling walls and deserted cities hint at a civilization’s fall from greatness.",Dead,Ruins,,,Common,https://thonbo.com/uniworlds-nft
1183,Visreus 241,Visreus_241.png,"Visreus 241 orbits among the stars, a small part of the cosmic sea. An Earthlike world of remarkable natural beauty. Surrounded by expansive, glittering rings. A multitude of moons orbit, silently accompanying this world. Signs of interstellar trade and commerce abound, linking this planet to distant systems.",Earthlike,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
1184,Visurn 176,Visurn_176.png,"Visurn 176 stands beneath distant suns, patient and unhurried. A rugged, rocky planet with uneven terrain. Moons gracefully orbit, enhancing the planet's cosmic presence. This lonely world bears no signs of civilization, only endless solitude.",Rough,Uninhabited,,,Common,https://thonbo.com/uniworlds-nft
1185,Viveko Xioorkon,Viveko_Xioorkon.png,"Viveko Xioorkon orbits among the stars, a small part of the cosmic sea. Celestial body cracking and exploding under pressure. Moons gracefully orbit, enhancing the planet's cosmic presence. Traces of tribal life echo across the planet's surface, hinting at budding progress.",Exploding,Primitive,,,Common,https://thonbo.com/uniworlds-nft
1186,Vivinax 71,Vivinax_71.png,"Vivinax 71 drifts in silent patterns, softly lit by starlight. Cold, silent, and devoid of any signs of life. Countless asteroids accompany this planet on its voyage. Moons quietly circle this world, adding intrigue to its appearance. Silence envelops this world, devoid of any sentient interference.",Dead,Uninhabited,,Asteroids,Common,https://thonbo.com/uniworlds-nft
1187,Vivtose Soptropic,Vivtose_Soptropic.png,"Vivtose Soptropic glides through the heavens, steady and quiet. Barren, flat planet scarred by endless craters. Drifting asteroids form a dense orbital belt around this planet. Moons quietly circle this world, adding intrigue to its appearance. Evidence of early civilization dots the landscape, brimming with ancient lore.",Flat,Primitive,,Asteroids,Common,https://thonbo.com/uniworlds-nft
1188,Vivtropic 330,Vivtropic_330.png,"Vivtropic 330 stands beneath distant suns, patient and unhurried. Characterized by distinctive alien-like spikes and formations. Moons quietly revolve, adding mystery to this planet. Satellites and engineering feats encircle the planet, testaments to scientific progress.",Protrusion,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
1189,Vopankor Zeropia 263,Vopankor_Zeropia_263.png,"Vopankor Zeropia 263 drifts in silent patterns, softly lit by starlight. Celestial body cracking and exploding under pressure. Moons quietly circle this world, adding intrigue to its appearance. This world thrives under the watchful eyes of a spacefaring culture.",Exploding,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
1190,Vopdikar,Vopdikar.png,"Vopdikar stands beneath distant suns, patient and unhurried. Alien-like protrusions dramatically decorate this planet. Surrounded by expansive, glittering rings. Moons quietly circle this world, adding intrigue to its appearance. Silence envelops this world, devoid of any sentient interference.",Protrusion,Uninhabited,,Rings,Common,https://thonbo.com/uniworlds-nft
1191,Vopelius Trelelialia 64,Vopelius_Trelelialia_64.png,"Vopelius Trelelialia 64 orbits among the stars, a small part of the cosmic sea. A lifeless stone wandering through the void. A multitude of moons orbit, silently accompanying this world. Collapsed structures and eroded monuments reveal a once-thriving civilization.",Dead,Ruins,,,Common,https://thonbo.com/uniworlds-nft
1192,Vopkien AEnor,Vopkien_AEnor.png,"Vopkien Ænor floats in the dark sky, calm and faintly shining. A barren, desolate planet with no living inhabitants. Surrounded by a dense field of drifting asteroids. Moons quietly revolve, adding mystery to this planet. Spacecraft and technological marvels populate the skies, proof of advanced inhabitants.",Dead,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
1193,Voplok,Voplok.png,"Voplok stands beneath distant suns, patient and unhurried. Covered entirely with unusual, sharp formations. Encircled by majestic rings of dust and debris. Moons gracefully orbit, enhancing the planet's cosmic presence. Spacecraft and technological marvels populate the skies, proof of advanced inhabitants.",Protrusion,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
1194,Voptus Tapcania,Voptus_Tapcania.png,"Voptus Tapcania drifts in silent patterns, softly lit by starlight. A smooth, dimpled planetary body resembling an enormous golf ball. Adorned by stunning planetary rings of dust. Moons quietly circle this world, adding intrigue to its appearance. The planet's barren expanse remains untouched by technology or settlement.",Golfball,Uninhabited,,Rings,Rare,https://thonbo.com/uniworlds-nft
1195,Vopuridan,Vopuridan.png,"Vopuridan stands beneath distant suns, patient and unhurried. Rocky terrain covers this rugged celestial body. Beautiful celestial rings encircle the planet. Moons quietly revolve, adding mystery to this planet. Nature reigns supreme, unchallenged by intelligent life.",Rough,Uninhabited,,Rings,Common,https://thonbo.com/uniworlds-nft
1196,Vulonine 35,Vulonine_35.png,"Vulonine 35 drifts in silent patterns, softly lit by starlight. A lifeless rock drifting silently through space. Several moons orbit this planet, silent companions on its cosmic journey. Spacecraft and technological marvels populate the skies, proof of advanced inhabitants.",Dead,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
1197,Vultan,Vultan.png,"Vultan orbits among the stars, a small part of the cosmic sea. A lifeless rock drifting silently through space. Countless asteroids accompany this planet on its voyage. A multitude of moons orbit, silently accompanying this world. Ancient buildings and shattered relics tell a tragic story of decline.",Dead,Ruins,,Asteroids,Common,https://thonbo.com/uniworlds-nft
1198,Wadaran Veston,Wadaran_Veston.png,"Wadaran Veston orbits among the stars, a small part of the cosmic sea. Cold, silent, and devoid of any signs of life. Surrounded by a dense field of drifting asteroids. Several moons orbit this planet, silent companions on its cosmic journey. This lonely world bears no signs of civilization, only endless solitude.",Dead,Uninhabited,,Asteroids,Common,https://thonbo.com/uniworlds-nft
1199,Wadaroid,Wadaroid.png,"Wadaroid orbits among the stars, a small part of the cosmic sea. A planet rich with terrestrial charm, oceans, and continents. Adorned by stunning planetary rings of dust. Moons quietly circle this world, adding intrigue to its appearance. Simple communities flourished here before more advanced visitors arrived.",Earthlike,Primitive,,Rings,Common,https://thonbo.com/uniworlds-nft
1200,Wadcania,Wadcania.png,"Wadcania orbits among the stars, a small part of the cosmic sea. Celestial body cracking and exploding under pressure. Adorned by stunning planetary rings of dust. Moons quietly revolve, adding mystery to this planet. Orbital stations and advanced infrastructure proclaim a civilization of cosmic reach.",Exploding,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
1201,Wanaddon Loara VII,Wanaddon_Loara_VII.png,"Wanaddon Loara VII drifts in silent patterns, softly lit by starlight. Planet in mid-explosion, its pieces drifting outward. A multitude of moons orbit, silently accompanying this world. Satellites and engineering feats encircle the planet, testaments to scientific progress.",Exploding,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
1202,Wanavera Vaberia,Wanavera_Vaberia.png,"Wanavera Vaberia stands beneath distant suns, patient and unhurried. An Earthlike world of remarkable natural beauty. Moons quietly revolve, adding mystery to this planet. Early tribes or fledgling societies once roamed here, shaping rudimentary culture.",Earthlike,Primitive,,,Common,https://thonbo.com/uniworlds-nft
1203,Waniza Foxong,Waniza_Foxong.png,"Waniza Foxong drifts in silent patterns, softly lit by starlight. Cold, silent, and devoid of any signs of life. Beautiful celestial rings encircle the planet. Moons gracefully orbit, enhancing the planet's cosmic presence. Nature reigns supreme, unchallenged by intelligent life.",Dead,Uninhabited,,Rings,Common,https://thonbo.com/uniworlds-nft
1204,Wanlox Farchin Alpha,Wanlox_Farchin_Alpha.png,"Wanlox Farchin Alpha glides through the heavens, steady and quiet. This planet's surface resembles a giant golf ball, dimples and all. Countless asteroids accompany this planet on its voyage. Moons gracefully orbit, enhancing the planet's cosmic presence. Signs of interstellar trade and commerce abound, linking this planet to distant systems.",Golfball,Spacefaring,,Asteroids,Rare,https://thonbo.com/uniworlds-nft
1205,Wanomi,Wanomi.png,"Wanomi floats in the dark sky, calm and faintly shining. Planet rupturing under immense cosmic pressure, scattering fragments. Drifting asteroids form a dense orbital belt around this planet. Several moons orbit this planet, silent companions on its cosmic journey. No civilization has ever thrived here, leaving the planet free from footprints of progress.",Exploding,Uninhabited,,Asteroids,Common,https://thonbo.com/uniworlds-nft
1206,Wanonia,Wanonia.png,"Wanonia floats in the dark sky, calm and faintly shining. A lifeless rock drifting silently through space. Surrounded by a dense field of drifting asteroids. A multitude of moons orbit, silently accompanying this world. No civilization has ever thrived here, leaving the planet free from footprints of progress.",Dead,Uninhabited,,Asteroids,Common,https://thonbo.com/uniworlds-nft
1207,Wanopia,Wanopia.png,"Wanopia drifts in silent patterns, softly lit by starlight. A lifeless rock drifting silently through space. Moons quietly revolve, adding mystery to this planet. The planet's barren expanse remains untouched by technology or settlement.",Dead,Uninhabited,,,Common,https://thonbo.com/uniworlds-nft
1208,Waraka Wadolok,Waraka_Wadolok.png,"Waraka Wadolok stands beneath distant suns, patient and unhurried. A rugged, rocky planet with uneven terrain. Drifting asteroids form a dense orbital belt around this planet. Several moons orbit this planet, silent companions on its cosmic journey. Ancient buildings and shattered relics tell a tragic story of decline.",Rough,Ruins,,Asteroids,Common,https://thonbo.com/uniworlds-nft
1209,Waral,Waral.png,"Waral glides through the heavens, steady and quiet. A terrestrial paradise filled with lush lands and oceans. Asteroids densely cluster around this celestial body. Blanketed by dense, misty clouds. Moons quietly circle this world, adding intrigue to its appearance. Spacecraft and technological marvels populate the skies, proof of advanced inhabitants.",Earthlike,Spacefaring,Clouds,Asteroids,Common,https://thonbo.com/uniworlds-nft
1210,Waranbula XV,Waranbula_XV.png,"Waranbula XV orbits among the stars, a small part of the cosmic sea. Barren, flat planet scarred by endless craters. Adorned by stunning planetary rings of dust. Moons quietly revolve, adding mystery to this planet. The planet's barren expanse remains untouched by technology or settlement.",Flat,Uninhabited,,Rings,Common,https://thonbo.com/uniworlds-nft
1211,Warangolia 312,Warangolia_312.png,"Warangolia 312 glides through the heavens, steady and quiet. Planet rupturing under immense cosmic pressure, scattering fragments. Moons quietly revolve, adding mystery to this planet. Early tribes or fledgling societies once roamed here, shaping rudimentary culture.",Exploding,Primitive,,,Common,https://thonbo.com/uniworlds-nft
1212,Warara Two,Warara_Two.png,"Warara Two drifts in silent patterns, softly lit by starlight. A terrestrial paradise filled with lush lands and oceans. Beautiful celestial rings encircle the planet. A thick veil of clouds surrounds this planet. Moons quietly revolve, adding mystery to this planet. Evidence of early civilization dots the landscape, brimming with ancient lore.",Earthlike,Primitive,Clouds,Rings,Common,https://thonbo.com/uniworlds-nft
1213,Wardalekon Vamian III,Wardalekon_Vamian_III.png,"Wardalekon Vamian III orbits among the stars, a small part of the cosmic sea. A flat and desolate world, marked by countless craters. Moons quietly circle this world, adding intrigue to its appearance. Spacecraft and technological marvels populate the skies, proof of advanced inhabitants.",Flat,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
1214,Warol,Warol.png,"Warol glides through the heavens, steady and quiet. A planetary disk filled with empty craters and flat plains. Adorned by stunning planetary rings of dust. Several moons orbit this planet, silent companions on its cosmic journey. Silence envelops this world, devoid of any sentient interference.",Flat,Uninhabited,,Rings,Common,https://thonbo.com/uniworlds-nft
1215,Waropia Vakreus,Waropia_Vakreus.png,"Waropia Vakreus stands beneath distant suns, patient and unhurried. A terrestrial paradise filled with lush lands and oceans. Drifting asteroids form a dense orbital belt around this planet. Moons gracefully orbit, enhancing the planet's cosmic presence. Traces of tribal life echo across the planet's surface, hinting at budding progress.",Earthlike,Primitive,,Asteroids,Common,https://thonbo.com/uniworlds-nft
1216,Warrax Aaran,Warrax_Aaran.png,"Warrax Aaran glides through the heavens, steady and quiet. A rugged, rocky planet with uneven terrain. Moons quietly revolve, adding mystery to this planet. This world thrives under the watchful eyes of a spacefaring culture.",Rough,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
1217,Warrax Taschania,Warrax_Taschania.png,"Warrax Taschania drifts in silent patterns, softly lit by starlight. World exploding dramatically, fragmenting across space. Beautiful celestial rings encircle the planet. Several moons orbit this planet, silent companions on its cosmic journey. Collapsed structures and eroded monuments reveal a once-thriving civilization.",Exploding,Ruins,,Rings,Common,https://thonbo.com/uniworlds-nft
1218,Warrog Pratonia 5,Warrog_Pratonia_5.png,"Warrog Pratonia 5 stands beneath distant suns, patient and unhurried. Rocky terrain covers this rugged celestial body. Adorned by stunning planetary rings of dust. Moons quietly circle this world, adding intrigue to its appearance. Evidence of early civilization dots the landscape, brimming with ancient lore.",Rough,Primitive,,Rings,Common,https://thonbo.com/uniworlds-nft
1219,Warsea,Warsea.png,"Warsea stands beneath distant suns, patient and unhurried. Rocky terrain covers this rugged celestial body. Countless asteroids accompany this planet on its voyage. Several moons orbit this planet, silent companions on its cosmic journey. Spacecraft and technological marvels populate the skies, proof of advanced inhabitants.",Rough,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
1220,West Amonuridian,West_Amonuridian.png,"West Amonuridian floats in the dark sky, calm and faintly shining. A lifeless stone wandering through the void. Asteroids densely cluster around this celestial body. A multitude of moons orbit, silently accompanying this world. No civilization has ever thrived here, leaving the planet free from footprints of progress.",Dead,Uninhabited,,Asteroids,Common,https://thonbo.com/uniworlds-nft
1221,West Atangolia XI,West_Atangolia_XI.png,"West Atangolia XI orbits among the stars, a small part of the cosmic sea. Planet in mid-explosion, its pieces drifting outward. Cosmic dust and ice form a breathtaking ring system. Moons quietly circle this world, adding intrigue to its appearance. Ruins of sophisticated architecture lie abandoned, haunted by echoes of a lost era.",Exploding,Ruins,,Rings,Common,https://thonbo.com/uniworlds-nft
1222,West Bites's Hope,West_Bitess_Hope.png,"West Bites's Hope drifts in silent patterns, softly lit by starlight. Characterized by distinctive alien-like spikes and formations. Adorned by stunning planetary rings of dust. Several moons orbit this planet, silent companions on its cosmic journey. Satellites and engineering feats encircle the planet, testaments to scientific progress.",Protrusion,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
1223,West C’eus Nadum 331,West_Ceus_Nadum_331.png,"West C’eus Nadum 331 drifts in silent patterns, softly lit by starlight. A lively, Earth-inspired planet full of greenery and water. Moons quietly revolve, adding mystery to this planet. Spacecraft and technological marvels populate the skies, proof of advanced inhabitants.",Earthlike,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
1224,West Daius,West_Daius.png,"West Daius stands beneath distant suns, patient and unhurried. A terrestrial paradise filled with lush lands and oceans. Beautiful celestial rings encircle the planet. Several moons orbit this planet, silent companions on its cosmic journey. Spacecraft and technological marvels populate the skies, proof of advanced inhabitants.",Earthlike,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
1225,West Dataox 194,West_Dataox_194.png,"West Dataox 194 drifts in silent patterns, softly lit by starlight. World exploding dramatically, fragmenting across space. Moons quietly revolve, adding mystery to this planet. The planet's barren expanse remains untouched by technology or settlement.",Exploding,Uninhabited,,,Common,https://thonbo.com/uniworlds-nft
1226,West Kaanvis,West_Kaanvis.png,"West Kaanvis orbits among the stars, a small part of the cosmic sea. This planet is flat, crater-ridden, and lifeless. Several moons orbit this planet, silent companions on its cosmic journey. The planet's barren expanse remains untouched by technology or settlement.",Flat,Uninhabited,,,Common,https://thonbo.com/uniworlds-nft
1227,West Ketan XII,West_Ketan_XII.png,"West Ketan XII glides through the heavens, steady and quiet. Uneven, harsh surfaces shape this planet. Cosmic dust and ice form a breathtaking ring system. Moons quietly revolve, adding mystery to this planet. Nature reigns supreme, unchallenged by intelligent life.",Rough,Uninhabited,,Rings,Common,https://thonbo.com/uniworlds-nft
1228,West Munland Brothra,West_Munland_Brothra.png,"West Munland Brothra stands beneath distant suns, patient and unhurried. This planet is flat, crater-ridden, and lifeless. Encircled by majestic rings of dust and debris. Moons quietly revolve, adding mystery to this planet. This world thrives under the watchful eyes of a spacefaring culture.",Flat,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
1229,West Plinges,West_Plinges.png,"West Plinges floats in the dark sky, calm and faintly shining. Covered entirely with unusual, sharp formations. Surrounded by expansive, glittering rings. Several moons orbit this planet, silent companions on its cosmic journey. Early tribes or fledgling societies once roamed here, shaping rudimentary culture.",Protrusion,Primitive,,Rings,Common,https://thonbo.com/uniworlds-nft
1230,West Ranntos,West_Ranntos.png,"West Ranntos orbits among the stars, a small part of the cosmic sea. Characterized by distinctive alien-like spikes and formations. Surrounded by a dense field of drifting asteroids. Several moons orbit this planet, silent companions on its cosmic journey. This lonely world bears no signs of civilization, only endless solitude.",Protrusion,Uninhabited,,Asteroids,Common,https://thonbo.com/uniworlds-nft
1231,Whatanbula II,Whatanbula_II.png,"Whatanbula II floats in the dark sky, calm and faintly shining. Planet undergoing explosive breakup, spreading debris. Cosmic dust and ice form a breathtaking ring system. Moons quietly circle this world, adding intrigue to its appearance. Spacecraft and technological marvels populate the skies, proof of advanced inhabitants.",Exploding,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
1232,Whatarnia,Whatarnia.png,"Whatarnia stands beneath distant suns, patient and unhurried. A planetary disk filled with empty craters and flat plains. Moons quietly revolve, adding mystery to this planet. Silence envelops this world, devoid of any sentient interference.",Flat,Uninhabited,,,Common,https://thonbo.com/uniworlds-nft
1233,Whatchil Two,Whatchil_Two.png,"Whatchil Two glides through the heavens, steady and quiet. World exploding dramatically, fragmenting across space. Encircled by majestic rings of dust and debris. A multitude of moons orbit, silently accompanying this world. Collapsed structures and eroded monuments reveal a once-thriving civilization.",Exploding,Ruins,,Rings,Common,https://thonbo.com/uniworlds-nft
1234,Whatelerth,Whatelerth.png,"Whatelerth floats in the dark sky, calm and faintly shining. A lively, Earth-inspired planet full of greenery and water. Asteroids densely cluster around this celestial body. Several moons orbit this planet, silent companions on its cosmic journey. Spacecraft and technological marvels populate the skies, proof of advanced inhabitants.",Earthlike,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
1235,Whatian Ivfiner 287,Whatian_Ivfiner_287.png,"Whatian Ivfiner 287 drifts in silent patterns, softly lit by starlight. This planet is flat, crater-ridden, and lifeless. Surrounded by a dense field of drifting asteroids. Moons quietly circle this world, adding intrigue to its appearance. The planet's barren expanse remains untouched by technology or settlement.",Flat,Uninhabited,,Asteroids,Common,https://thonbo.com/uniworlds-nft
1236,Whatlos 2,Whatlos_2.png,"Whatlos 2 drifts in silent patterns, softly lit by starlight. A lifeless, flat celestial surface, scarred by craters. Countless asteroids accompany this planet on its voyage. Moons gracefully orbit, enhancing the planet's cosmic presence. This world thrives under the watchful eyes of a spacefaring culture.",Flat,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
1237,Whatpid Zeta,Whatpid_Zeta.png,"Whatpid Zeta glides through the heavens, steady and quiet. Cold, silent, and devoid of any signs of life. Surrounded by a dense field of drifting asteroids. Several moons orbit this planet, silent companions on its cosmic journey. Orbital stations and advanced infrastructure proclaim a civilization of cosmic reach.",Dead,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
1238,Whatudros One,Whatudros_One.png,"Whatudros One stands beneath distant suns, patient and unhurried. A planet rich with terrestrial charm, oceans, and continents. Covered by a dense, swirling cloud layer. A multitude of moons orbit, silently accompanying this world. Crumbling walls and deserted cities hint at a civilization’s fall from greatness.",Earthlike,Ruins,Clouds,,Common,https://thonbo.com/uniworlds-nft
1239,Whatvav,Whatvav.png,"Whatvav floats in the dark sky, calm and faintly shining. This planet boasts vibrant landscapes and deep blue seas. Surrounded by a dense field of drifting asteroids. Shrouded in thick atmospheric clouds. Several moons orbit this planet, silent companions on its cosmic journey. Signs of interstellar trade and commerce abound, linking this planet to distant systems.",Earthlike,Spacefaring,Clouds,Asteroids,Common,https://thonbo.com/uniworlds-nft
1240,Whimland,Whimland.png,"Whimland drifts in silent patterns, softly lit by starlight. Strange protrusions cover the entire surface. Moons quietly revolve, adding mystery to this planet. The planet's barren expanse remains untouched by technology or settlement.",Protrusion,Uninhabited,,,Common,https://thonbo.com/uniworlds-nft
1241,Whimonine 325,Whimonine_325.png,"Whimonine 325 stands beneath distant suns, patient and unhurried. An irregular surface, rough with cliffs and valleys. Encircled by majestic rings of dust and debris. Moons gracefully orbit, enhancing the planet's cosmic presence. The planet's barren expanse remains untouched by technology or settlement.",Rough,Uninhabited,,Rings,Common,https://thonbo.com/uniworlds-nft
1242,White Brumlas Urtopia,White_Brumlas_Urtopia.png,"White Brumlas Urtopia glides through the heavens, steady and quiet. A flat and desolate world, marked by countless craters. An asteroid field encircles this mysterious planet. Moons quietly circle this world, adding intrigue to its appearance. The planet's barren expanse remains untouched by technology or settlement.",Flat,Uninhabited,,Asteroids,Common,https://thonbo.com/uniworlds-nft
1243,White Ceury 6,White_Ceury_6.png,"White Ceury 6 stands beneath distant suns, patient and unhurried. A lively, Earth-inspired planet full of greenery and water. Countless asteroids accompany this planet on its voyage. Blanketed by dense, misty clouds. Several moons orbit this planet, silent companions on its cosmic journey. Early tribes or fledgling societies once roamed here, shaping rudimentary culture.",Earthlike,Primitive,Clouds,Asteroids,Common,https://thonbo.com/uniworlds-nft
1244,White Cifiner Bitolok 160,White_Cifiner_Bitolok_160.png,"White Cifiner Bitolok 160 floats in the dark sky, calm and faintly shining. Barren, flat planet scarred by endless craters. Asteroids densely cluster around this celestial body. Moons gracefully orbit, enhancing the planet's cosmic presence. Signs of interstellar trade and commerce abound, linking this planet to distant systems.",Flat,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
1245,White Dauridan 11,White_Dauridan_11.png,"White Dauridan 11 drifts in silent patterns, softly lit by starlight. Planet in mid-explosion, its pieces drifting outward. Drifting asteroids form a dense orbital belt around this planet. Moons gracefully orbit, enhancing the planet's cosmic presence. Spacecraft and technological marvels populate the skies, proof of advanced inhabitants.",Exploding,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
1246,White Dikaron XV,White_Dikaron_XV.png,"White Dikaron XV stands beneath distant suns, patient and unhurried. Cold, silent, and devoid of any signs of life. Encircled by majestic rings of dust and debris. Several moons orbit this planet, silent companions on its cosmic journey. Nature reigns supreme, unchallenged by intelligent life.",Dead,Uninhabited,,Rings,Common,https://thonbo.com/uniworlds-nft
1247,White Galadopia,White_Galadopia.png,"White Galadopia orbits among the stars, a small part of the cosmic sea. An irregular surface, rough with cliffs and valleys. Several moons orbit this planet, silent companions on its cosmic journey. This lonely world bears no signs of civilization, only endless solitude.",Rough,Uninhabited,,,Common,https://thonbo.com/uniworlds-nft
1248,White Ladonine,White_Ladonine.png,"White Ladonine stands beneath distant suns, patient and unhurried. A rough, craggy planetary landscape dominates this world. Surrounded by expansive, glittering rings. Moons gracefully orbit, enhancing the planet's cosmic presence. This lonely world bears no signs of civilization, only endless solitude.",Rough,Uninhabited,,Rings,Common,https://thonbo.com/uniworlds-nft
1249,White Nadolok 317,White_Nadolok_317.png,"White Nadolok 317 orbits among the stars, a small part of the cosmic sea. A lifeless rock drifting silently through space. Moons quietly revolve, adding mystery to this planet. This lonely world bears no signs of civilization, only endless solitude.",Dead,Uninhabited,,,Common,https://thonbo.com/uniworlds-nft
1250,White Plingza Guntopa 6,White_Plingza_Guntopa_6.png,"White Plingza Guntopa 6 stands beneath distant suns, patient and unhurried. Planet in mid-explosion, its pieces drifting outward. Drifting asteroids form a dense orbital belt around this planet. Moons gracefully orbit, enhancing the planet's cosmic presence. Traces of tribal life echo across the planet's surface, hinting at budding progress.",Exploding,Primitive,,Asteroids,Common,https://thonbo.com/uniworlds-nft
1251,White Ranacalla,White_Ranacalla.png,"White Ranacalla glides through the heavens, steady and quiet. Planet in mid-explosion, its pieces drifting outward. Encircled by majestic rings of dust and debris. Moons quietly revolve, adding mystery to this planet. Satellites and engineering feats encircle the planet, testaments to scientific progress.",Exploding,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
1252,White So'utlis,White_Soutlis.png,"White So'utlis drifts in silent patterns, softly lit by starlight. A planet rich with terrestrial charm, oceans, and continents. Drifting asteroids form a dense orbital belt around this planet. A multitude of moons orbit, silently accompanying this world. Satellites and engineering feats encircle the planet, testaments to scientific progress.",Earthlike,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
1253,White Sopillian Wochil e3,White_Sopillian_Wochil_e3.png,"White Sopillian Wochil e3 drifts in silent patterns, softly lit by starlight. A rugged, rocky planet with uneven terrain. Cosmic dust and ice form a breathtaking ring system. A multitude of moons orbit, silently accompanying this world. Signs of interstellar trade and commerce abound, linking this planet to distant systems.",Rough,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
1254,White Talmongolia Khantus 54,White_Talmongolia_Khantus_54.png,"White Talmongolia Khantus 54 stands beneath distant suns, patient and unhurried. A lifeless stone wandering through the void. Moons quietly revolve, adding mystery to this planet. The planet's barren expanse remains untouched by technology or settlement.",Dead,Uninhabited,,,Common,https://thonbo.com/uniworlds-nft
1255,White Warchia XI,White_Warchia_XI.png,"White Warchia XI stands beneath distant suns, patient and unhurried. Uneven, harsh surfaces shape this planet. Moons gracefully orbit, enhancing the planet's cosmic presence. Spacecraft and technological marvels populate the skies, proof of advanced inhabitants.",Rough,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
1256,White Whatvas 362,White_Whatvas_362.png,"White Whatvas 362 orbits among the stars, a small part of the cosmic sea. Uneven, harsh surfaces shape this planet. A multitude of moons orbit, silently accompanying this world. Satellites and engineering feats encircle the planet, testaments to scientific progress.",Rough,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
1257,White Whimchia 284,White_Whimchia_284.png,"White Whimchia 284 drifts in silent patterns, softly lit by starlight. Characterized by distinctive alien-like spikes and formations. A multitude of moons orbit, silently accompanying this world. This world thrives under the watchful eyes of a spacefaring culture.",Protrusion,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
1258,Wimdalekon DeFinar 217,Wimdalekon_DeFinar_217.png,"Wimdalekon DeFinar 217 glides through the heavens, steady and quiet. Devoid of life, this planet drifts silently. Beautiful celestial rings encircle the planet. Several moons orbit this planet, silent companions on its cosmic journey. Spacecraft and technological marvels populate the skies, proof of advanced inhabitants.",Dead,Spacefaring,,Rings,Common,https://thonbo.com/uniworlds-nft
1259,Wimgill 107,Wimgill_107.png,"Wimgill 107 floats in the dark sky, calm and faintly shining. A rugged, rocky planet with uneven terrain. Drifting asteroids form a dense orbital belt around this planet. Moons quietly circle this world, adding intrigue to its appearance. Silence envelops this world, devoid of any sentient interference.",Rough,Uninhabited,,Asteroids,Common,https://thonbo.com/uniworlds-nft
1260,Wimorkon,Wimorkon.png,"Wimorkon floats in the dark sky, calm and faintly shining. A lifeless, flat celestial surface, scarred by craters. Beautiful celestial rings encircle the planet. Moons quietly circle this world, adding intrigue to its appearance. Silence envelops this world, devoid of any sentient interference.",Flat,Uninhabited,,Rings,Common,https://thonbo.com/uniworlds-nft
1261,Wim'us Wonorox 392,Wimus_Wonorox_392.png,"Wim‘us Wonorox 392 orbits among the stars, a small part of the cosmic sea. Covered by striking, alien protruding formations. Surrounded by a dense field of drifting asteroids. A multitude of moons orbit, silently accompanying this world. Satellites and engineering feats encircle the planet, testaments to scientific progress.",Protrusion,Spacefaring,,Asteroids,Common,https://thonbo.com/uniworlds-nft
1262,Winol Deepntos XV,Winol_Deepntos_XV.png,"Winol Deepntos XV glides through the heavens, steady and quiet. Planet in mid-explosion, its pieces drifting outward. Several moons orbit this planet, silent companions on its cosmic journey. Spacecraft and technological marvels populate the skies, proof of advanced inhabitants.",Exploding,Spacefaring,,,Common,https://thonbo.com/uniworlds-nft
